InvoiceID,Year,Month,Quarter,MonthName,ProductCategory,Quantity,IsSeasonal,MonthlyRevenue
INV-00553,2020,4,Q2,Apr,Bathik Tanks,1,0,318066
INV-00553,2020,4,Q2,Apr,Chemical Proof Tanks,1,1,318066
INV-00553,2020,4,Q2,Apr,Water Proof Tanks,1,1,318066
INV-00553,2020,4,Q2,Apr,Kalugal Moulds,2,1,318066
INV-00545,2020,4,Q2,Apr,Interlock,1,1,318066
INV-00545,2020,4,Q2,Apr,Flower Pots,1,1,318066
INV-00550,2020,4,Q2,Apr,Beeralu Moulds,2,1,318066
INV-00577,2020,5,Q2,May,Garden Animal Moulds,1,1,158718
INV-00577,2020,5,Q2,May,Flower Pots,3,1,158718
INV-00584,2020,5,Q2,May,Interlock,1,1,158718
INV-00584,2020,5,Q2,May,Garden Animal Moulds,1,1,158718
INV-00572,2020,5,Q2,May,Interlock,1,1,158718
INV-00581,2020,5,Q2,May,Kanu Moulds,4,1,158718
INV-00581,2020,5,Q2,May,Slab Moulds,2,1,158718
INV-00581,2020,5,Q2,May,Kalugal Moulds,4,1,158718
INV-00573,2020,5,Q2,May,Molding Pati,5,0,158718
INV-00583,2020,5,Q2,May,Kanu Moulds,1,1,158718
INV-00583,2020,5,Q2,May,Slab Moulds,1,1,158718
INV-00583,2020,5,Q2,May,Beeralu Moulds,1,0,158718
INV-00575,2020,5,Q2,May,Kalugal Moulds,2,1,158718
INV-00575,2020,5,Q2,May,Silparan Kota,1,0,158718
INV-00575,2020,5,Q2,May,Slab Moulds,1,1,158718
INV-00580,2020,5,Q2,May,Interlock,15,1,158718
INV-00580,2020,5,Q2,May,Roofing Sheets,4,0,158718
INV-00580,2020,5,Q2,May,Doors,1,0,158718
INV-00585,2020,5,Q2,May,Interlock,1,1,158718
INV-00576,2020,5,Q2,May,Kalugal Moulds,1,1,158718
INV-00578,2020,5,Q2,May,Tables and Benches,1,1,158718
INV-00578,2020,5,Q2,May,Interlock,1,1,158718
INV-00578,2020,5,Q2,May,Flower Pots,1,1,158718
INV-00582,2020,5,Q2,May,Flower Pots,2,1,158718
INV-00582,2020,5,Q2,May,Interlock,1,1,158718
INV-00582,2020,5,Q2,May,Garden Animal Moulds,1,1,158718
INV-00582,2020,5,Q2,May,Tables and Benches,1,1,158718
INV-00579,2020,5,Q2,May,Silparan Kota,1,0,158718
INV-00579,2020,5,Q2,May,Molding Pati,1,0,158718
INV-00574,2020,5,Q2,May,Flower Pots,1,1,158718
INV-00574,2020,5,Q2,May,Garden Animal Moulds,1,1,158718
INV-00586,2020,5,Q2,May,Slab Moulds,1,1,158718
INV-00586,2020,5,Q2,May,Kalugal Moulds,1,1,158718
INV-00586,2020,5,Q2,May,Beeralu Moulds,4,0,158718
INV-00601,2020,6,Q2,Jun,Temple Items,1,0,127404
INV-00595,2020,6,Q2,Jun,Molding Pati,1,0,127404
INV-00595,2020,6,Q2,Jun,Kalugal Moulds,1,0,127404
INV-00593,2020,6,Q2,Jun,Garden Animal Moulds,1,1,127404
INV-00593,2020,6,Q2,Jun,Temple Items,1,0,127404
INV-00593,2020,6,Q2,Jun,Flower Pots,1,0,127404
INV-00592,2020,6,Q2,Jun,Garden Animal Moulds,1,1,127404
INV-00602,2020,6,Q2,Jun,Interlock,1,1,127404
INV-00587,2020,6,Q2,Jun,Molding Pati,1,0,127404
INV-00587,2020,6,Q2,Jun,Silparan Kota,1,0,127404
INV-00590,2020,6,Q2,Jun,Interlock,1,1,127404
INV-00590,2020,6,Q2,Jun,Roofing Sheets,1,0,127404
INV-00590,2020,6,Q2,Jun,Loover,1,0,127404
INV-00596,2020,6,Q2,Jun,Garden Animal Moulds,3,1,127404
INV-00596,2020,6,Q2,Jun,Tables and Benches,1,0,127404
INV-00588,2020,6,Q2,Jun,Interlock,1,1,127404
INV-00589,2020,6,Q2,Jun,Interlock,9,1,127404
INV-00589,2020,6,Q2,Jun,Loover,1,0,127404
INV-00599,2020,6,Q2,Jun,Loover,1,0,127404
INV-00599,2020,6,Q2,Jun,Roofing Sheets,1,0,127404
INV-00600,2020,6,Q2,Jun,Interlock,1,1,127404
INV-00594,2020,6,Q2,Jun,Kalugal Moulds,1,0,127404
INV-00594,2020,6,Q2,Jun,Silparan Kota,3,0,127404
INV-00594,2020,6,Q2,Jun,Slab Moulds,1,0,127404
INV-00597,2020,6,Q2,Jun,Molding Pati,3,0,127404
INV-00591,2020,6,Q2,Jun,Garden Animal Moulds,1,1,127404
INV-00591,2020,6,Q2,Jun,Temple Items,1,0,127404
INV-00591,2020,6,Q2,Jun,Flower Pots,9,0,127404
INV-00598,2020,6,Q2,Jun,Interlock,1,1,127404
INV-00598,2020,6,Q2,Jun,Loover,1,0,127404
INV-00610,2020,7,Q3,Jul,Kanu Moulds,3,0,146434
INV-00610,2020,7,Q3,Jul,Silparan Kota,7,0,146434
INV-00610,2020,7,Q3,Jul,Slab Moulds,1,0,146434
INV-00607,2020,7,Q3,Jul,Interlock,1,0,146434
INV-00607,2020,7,Q3,Jul,Tables and Benches,1,0,146434
INV-00603,2020,7,Q3,Jul,Loover,1,0,146434
INV-00605,2020,7,Q3,Jul,Kalugal Moulds,1,0,146434
INV-00608,2020,7,Q3,Jul,Chemical Proof Tanks,1,0,146434
INV-00608,2020,7,Q3,Jul,Bathik Tanks,1,0,146434
INV-00604,2020,7,Q3,Jul,Bathik Tanks,1,0,146434
INV-00604,2020,7,Q3,Jul,Chemical Proof Tanks,1,0,146434
INV-00611,2020,7,Q3,Jul,Chemical Proof Tanks,1,0,146434
INV-00612,2020,7,Q3,Jul,Kalugal Moulds,1,0,146434
INV-00612,2020,7,Q3,Jul,Molding Pati,1,0,146434
INV-00606,2020,7,Q3,Jul,Bathik Tanks,1,0,146434
INV-00606,2020,7,Q3,Jul,Chemical Proof Tanks,1,0,146434
INV-00606,2020,7,Q3,Jul,Kalugal Moulds,3,0,146434
INV-00614,2020,7,Q3,Jul,Roofing Sheets,1,0,146434
INV-00614,2020,7,Q3,Jul,Doors,1,0,146434
INV-00614,2020,7,Q3,Jul,Loover,1,0,146434
INV-00609,2020,7,Q3,Jul,Interlock,1,0,146434
INV-00609,2020,7,Q3,Jul,Loover,1,0,146434
INV-00609,2020,7,Q3,Jul,Roofing Sheets,1,0,146434
INV-00613,2020,7,Q3,Jul,Loover,1,0,146434
INV-00616,2020,8,Q3,Aug,Kanu Moulds,1,0,194333
INV-00616,2020,8,Q3,Aug,Molding Pati,1,0,194333
INV-00616,2020,8,Q3,Aug,Slab Moulds,1,0,194333
INV-00615,2020,8,Q3,Aug,Interlock,1,0,194333
INV-00615,2020,8,Q3,Aug,Doors,1,0,194333
INV-00622,2020,8,Q3,Aug,Kalugal Moulds,1,0,194333
INV-00627,2020,8,Q3,Aug,Garden Animal Moulds,3,0,194333
INV-00618,2020,8,Q3,Aug,Silparan Kota,1,0,194333
INV-00618,2020,8,Q3,Aug,Kanu Moulds,1,0,194333
INV-00618,2020,8,Q3,Aug,Beeralu Moulds,1,0,194333
INV-00637,2020,8,Q3,Aug,Beeralu Moulds,1,0,194333
INV-00639,2020,8,Q3,Aug,Beeralu Moulds,1,0,194333
INV-00639,2020,8,Q3,Aug,Silparan Kota,2,0,194333
INV-00619,2020,8,Q3,Aug,Roofing Sheets,1,0,194333
INV-00640,2020,8,Q3,Aug,Water Proof Tanks,1,0,194333
INV-00640,2020,8,Q3,Aug,Bathik Tanks,1,0,194333
INV-00640,2020,8,Q3,Aug,Chemical Proof Tanks,1,0,194333
INV-00620,2020,8,Q3,Aug,Garden Animal Moulds,3,0,194333
INV-00620,2020,8,Q3,Aug,Interlock,2,0,194333
INV-00626,2020,8,Q3,Aug,Kanu Moulds,2,0,194333
INV-00636,2020,8,Q3,Aug,Loover,1,0,194333
INV-00629,2020,8,Q3,Aug,Molding Pati,2,0,194333
INV-00629,2020,8,Q3,Aug,Kalugal Moulds,1,0,194333
INV-00629,2020,8,Q3,Aug,Silparan Kota,1,0,194333
INV-00631,2020,8,Q3,Aug,Kalugal Moulds,1,0,194333
INV-00631,2020,8,Q3,Aug,Kanu Moulds,5,0,194333
INV-00617,2020,8,Q3,Aug,Temple Items,1,0,194333
INV-00617,2020,8,Q3,Aug,Flower Pots,1,0,194333
INV-00617,2020,8,Q3,Aug,Garden Animal Moulds,1,0,194333
INV-00635,2020,8,Q3,Aug,Temple Items,1,0,194333
INV-00635,2020,8,Q3,Aug,Flower Pots,1,0,194333
INV-00635,2020,8,Q3,Aug,Garden Animal Moulds,1,0,194333
INV-00623,2020,8,Q3,Aug,Doors,1,0,194333
INV-00634,2020,8,Q3,Aug,Garden Animal Moulds,1,0,194333
INV-00634,2020,8,Q3,Aug,Interlock,1,0,194333
INV-00634,2020,8,Q3,Aug,Tables and Benches,1,0,194333
INV-00624,2020,8,Q3,Aug,Flower Pots,15,0,194333
INV-00621,2020,8,Q3,Aug,Slab Moulds,1,0,194333
INV-00621,2020,8,Q3,Aug,Kanu Moulds,5,0,194333
INV-00632,2020,8,Q3,Aug,Slab Moulds,2,0,194333
INV-00633,2020,8,Q3,Aug,Flower Pots,18,0,194333
INV-00633,2020,8,Q3,Aug,Garden Animal Moulds,1,0,194333
INV-00633,2020,8,Q3,Aug,Tables and Benches,1,0,194333
INV-00625,2020,8,Q3,Aug,Doors,1,0,194333
INV-00625,2020,8,Q3,Aug,Interlock,2,0,194333
INV-00625,2020,8,Q3,Aug,Loover,1,0,194333
INV-00625,2020,8,Q3,Aug,Roofing Sheets,1,0,194333
INV-00628,2020,8,Q3,Aug,Roofing Sheets,1,0,194333
INV-00628,2020,8,Q3,Aug,Doors,1,0,194333
INV-00628,2020,8,Q3,Aug,Interlock,1,0,194333
INV-00630,2020,8,Q3,Aug,Slab Moulds,1,0,194333
INV-00630,2020,8,Q3,Aug,Kalugal Moulds,1,0,194333
INV-00638,2020,8,Q3,Aug,Tables and Benches,1,0,194333
INV-00638,2020,8,Q3,Aug,Garden Animal Moulds,1,0,194333
INV-00638,2020,8,Q3,Aug,Flower Pots,1,0,194333
INV-00669,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00644,2020,9,Q3,Sep,Roofing Sheets,1,0,377853
INV-00644,2020,9,Q3,Sep,Doors,1,0,377853
INV-00658,2020,9,Q3,Sep,Flower Pots,1,0,377853
INV-00664,2020,9,Q3,Sep,Bathik Tanks,1,0,377853
INV-00664,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00672,2020,9,Q3,Sep,Garden Animal Moulds,1,0,377853
INV-00672,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00645,2020,9,Q3,Sep,Bathik Tanks,1,0,377853
INV-00645,2020,9,Q3,Sep,Water Proof Tanks,1,0,377853
INV-00645,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00647,2020,9,Q3,Sep,Slab Moulds,1,0,377853
INV-00677,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00649,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00651,2020,9,Q3,Sep,Molding Pati,1,0,377853
INV-00663,2020,9,Q3,Sep,Interlock,5,0,377853
INV-00663,2020,9,Q3,Sep,Loover,1,0,377853
INV-00655,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00655,2020,9,Q3,Sep,Water Proof Tanks,1,0,377853
INV-00655,2020,9,Q3,Sep,Bathik Tanks,1,0,377853
INV-00662,2020,9,Q3,Sep,Loover,1,0,377853
INV-00662,2020,9,Q3,Sep,Doors,1,0,377853
INV-00643,2020,9,Q3,Sep,Roofing Sheets,1,0,377853
INV-00643,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00643,2020,9,Q3,Sep,Loover,1,0,377853
INV-00643,2020,9,Q3,Sep,Doors,1,0,377853
INV-00670,2020,9,Q3,Sep,Garden Animal Moulds,1,0,377853
INV-00670,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00668,2020,9,Q3,Sep,Flower Pots,2,0,377853
INV-00668,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00648,2020,9,Q3,Sep,Temple Items,1,0,377853
INV-00648,2020,9,Q3,Sep,Flower Pots,12,0,377853
INV-00667,2020,9,Q3,Sep,Doors,1,0,377853
INV-00667,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00675,2020,9,Q3,Sep,Water Proof Tanks,1,0,377853
INV-00656,2020,9,Q3,Sep,Garden Animal Moulds,2,0,377853
INV-00656,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00656,2020,9,Q3,Sep,Flower Pots,2,0,377853
INV-00656,2020,9,Q3,Sep,Interlock,4,0,377853
INV-00660,2020,9,Q3,Sep,Slab Moulds,1,0,377853
INV-00654,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00659,2020,9,Q3,Sep,Garden Animal Moulds,3,0,377853
INV-00659,2020,9,Q3,Sep,Temple Items,1,0,377853
INV-00671,2020,9,Q3,Sep,Beeralu Moulds,3,0,377853
INV-00671,2020,9,Q3,Sep,Kalugal Moulds,1,0,377853
INV-00678,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00678,2020,9,Q3,Sep,Bathik Tanks,1,0,377853
INV-00641,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00641,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00641,2020,9,Q3,Sep,Flower Pots,4,0,377853
INV-00646,2020,9,Q3,Sep,Silparan Kota,4,0,377853
INV-00646,2020,9,Q3,Sep,Kanu Moulds,5,0,377853
INV-00646,2020,9,Q3,Sep,Slab Moulds,1,0,377853
INV-00650,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00650,2020,9,Q3,Sep,Flower Pots,5,0,377853
INV-00650,2020,9,Q3,Sep,Garden Animal Moulds,1,0,377853
INV-00652,2020,9,Q3,Sep,Kalugal Moulds,1,0,377853
INV-00652,2020,9,Q3,Sep,Beeralu Moulds,1,0,377853
INV-00653,2020,9,Q3,Sep,Bathik Tanks,1,0,377853
INV-00657,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00657,2020,9,Q3,Sep,Flower Pots,1,0,377853
INV-00657,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00657,2020,9,Q3,Sep,Garden Animal Moulds,1,0,377853
INV-00674,2020,9,Q3,Sep,Chemical Proof Tanks,1,0,377853
INV-00674,2020,9,Q3,Sep,Bathik Tanks,1,0,377853
INV-00661,2020,9,Q3,Sep,Slab Moulds,1,0,377853
INV-00661,2020,9,Q3,Sep,Kanu Moulds,1,0,377853
INV-00661,2020,9,Q3,Sep,Beeralu Moulds,2,0,377853
INV-00642,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00666,2020,9,Q3,Sep,Flower Pots,14,0,377853
INV-00666,2020,9,Q3,Sep,Garden Animal Moulds,7,0,377853
INV-00676,2020,9,Q3,Sep,Doors,1,0,377853
INV-00665,2020,9,Q3,Sep,Tables and Benches,1,0,377853
INV-00665,2020,9,Q3,Sep,Interlock,1,0,377853
INV-00665,2020,9,Q3,Sep,Flower Pots,5,0,377853
INV-00665,2020,9,Q3,Sep,Loover,2,0,377853
INV-00673,2020,9,Q3,Sep,Silparan Kota,1,0,377853
INV-00673,2020,9,Q3,Sep,Kanu Moulds,1,0,377853
INV-00686,2020,10,Q4,Oct,Beeralu Moulds,1,0,182369
INV-00686,2020,10,Q4,Oct,Molding Pati,1,0,182369
INV-00694,2020,10,Q4,Oct,Kanu Moulds,1,0,182369
INV-00694,2020,10,Q4,Oct,Silparan Kota,2,1,182369
INV-00694,2020,10,Q4,Oct,Molding Pati,1,0,182369
INV-00698,2020,10,Q4,Oct,Bathik Tanks,1,0,182369
INV-00698,2020,10,Q4,Oct,Water Proof Tanks,1,0,182369
INV-00682,2020,10,Q4,Oct,Chemical Proof Tanks,1,0,182369
INV-00682,2020,10,Q4,Oct,Bathik Tanks,1,0,182369
INV-00680,2020,10,Q4,Oct,Doors,1,0,182369
INV-00689,2020,10,Q4,Oct,Loover,1,0,182369
INV-00689,2020,10,Q4,Oct,Doors,1,0,182369
INV-00689,2020,10,Q4,Oct,Silparan Kota,5,1,182369
INV-00695,2020,10,Q4,Oct,Silparan Kota,2,1,182369
INV-00695,2020,10,Q4,Oct,Molding Pati,1,0,182369
INV-00695,2020,10,Q4,Oct,Beeralu Moulds,7,0,182369
INV-00693,2020,10,Q4,Oct,Bathik Tanks,1,0,182369
INV-00683,2020,10,Q4,Oct,Garden Animal Moulds,1,0,182369
INV-00683,2020,10,Q4,Oct,Temple Items,1,0,182369
INV-00691,2020,10,Q4,Oct,Flower Pots,1,0,182369
INV-00690,2020,10,Q4,Oct,Garden Animal Moulds,2,0,182369
INV-00690,2020,10,Q4,Oct,Tables and Benches,1,0,182369
INV-00687,2020,10,Q4,Oct,Interlock,2,0,182369
INV-00681,2020,10,Q4,Oct,Beeralu Moulds,9,0,182369
INV-00684,2020,10,Q4,Oct,Silparan Kota,3,1,182369
INV-00696,2020,10,Q4,Oct,Doors,1,0,182369
INV-00696,2020,10,Q4,Oct,Loover,1,0,182369
INV-00696,2020,10,Q4,Oct,Roofing Sheets,1,0,182369
INV-00688,2020,10,Q4,Oct,Tables and Benches,1,0,182369
INV-00688,2020,10,Q4,Oct,Interlock,1,0,182369
INV-00688,2020,10,Q4,Oct,Flower Pots,1,0,182369
INV-00685,2020,10,Q4,Oct,Beeralu Moulds,1,0,182369
INV-00685,2020,10,Q4,Oct,Silparan Kota,1,1,182369
INV-00701,2020,10,Q4,Oct,Water Proof Tanks,1,0,182369
INV-00701,2020,10,Q4,Oct,Chemical Proof Tanks,1,0,182369
INV-00697,2020,10,Q4,Oct,Beeralu Moulds,1,0,182369
INV-00697,2020,10,Q4,Oct,Kanu Moulds,1,0,182369
INV-00679,2020,10,Q4,Oct,Roofing Sheets,1,0,182369
INV-00700,2020,10,Q4,Oct,Loover,1,0,182369
INV-00699,2020,10,Q4,Oct,Temple Items,1,0,182369
INV-00692,2020,10,Q4,Oct,Molding Pati,1,0,182369
INV-00692,2020,10,Q4,Oct,Kalugal Moulds,1,0,182369
INV-00729,2020,11,Q4,Nov,Doors,1,0,692168
INV-00729,2020,11,Q4,Nov,Interlock,4,0,692168
INV-00729,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00729,2020,11,Q4,Nov,Loover,2,1,692168
INV-00704,2020,11,Q4,Nov,Silparan Kota,1,1,692168
INV-00705,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00705,2020,11,Q4,Nov,Garden Animal Moulds,4,0,692168
INV-00705,2020,11,Q4,Nov,Flower Pots,8,0,692168
INV-00723,2020,11,Q4,Nov,Silparan Kota,4,1,692168
INV-00723,2020,11,Q4,Nov,Slab Moulds,1,0,692168
INV-00726,2020,11,Q4,Nov,Beeralu Moulds,4,0,692168
INV-00726,2020,11,Q4,Nov,Silparan Kota,2,1,692168
INV-00746,2020,11,Q4,Nov,Molding Pati,1,0,692168
INV-00746,2020,11,Q4,Nov,Beeralu Moulds,3,0,692168
INV-00711,2020,11,Q4,Nov,Temple Items,1,0,692168
INV-00711,2020,11,Q4,Nov,Garden Animal Moulds,1,0,692168
INV-00711,2020,11,Q4,Nov,Flower Pots,1,0,692168
INV-00702,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00702,2020,11,Q4,Nov,Loover,1,1,692168
INV-00702,2020,11,Q4,Nov,Doors,1,0,692168
INV-00731,2020,11,Q4,Nov,Interlock,2,0,692168
INV-00744,2020,11,Q4,Nov,Kalugal Moulds,1,0,692168
INV-00714,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00714,2020,11,Q4,Nov,Flower Pots,1,0,692168
INV-00714,2020,11,Q4,Nov,Interlock,2,0,692168
INV-00739,2020,11,Q4,Nov,Temple Items,1,0,692168
INV-00739,2020,11,Q4,Nov,Garden Animal Moulds,1,0,692168
INV-00745,2020,11,Q4,Nov,Bathik Tanks,1,0,692168
INV-00745,2020,11,Q4,Nov,Chemical Proof Tanks,1,0,692168
INV-00745,2020,11,Q4,Nov,Water Proof Tanks,1,0,692168
INV-00750,2020,11,Q4,Nov,Loover,1,1,692168
INV-00750,2020,11,Q4,Nov,Doors,1,0,692168
INV-00750,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00742,2020,11,Q4,Nov,Bathik Tanks,1,0,692168
INV-00753,2020,11,Q4,Nov,Doors,1,0,692168
INV-00738,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00716,2020,11,Q4,Nov,Kalugal Moulds,1,0,692168
INV-00716,2020,11,Q4,Nov,Silparan Kota,1,1,692168
INV-00725,2020,11,Q4,Nov,Garden Animal Moulds,6,0,692168
INV-00725,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00725,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00725,2020,11,Q4,Nov,Flower Pots,22,0,692168
INV-00749,2020,11,Q4,Nov,Water Proof Tanks,1,0,692168
INV-00749,2020,11,Q4,Nov,Bathik Tanks,1,0,692168
INV-00719,2020,11,Q4,Nov,Garden Animal Moulds,1,0,692168
INV-00709,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00709,2020,11,Q4,Nov,Interlock,7,0,692168
INV-00715,2020,11,Q4,Nov,Beeralu Moulds,2,0,692168
INV-00715,2020,11,Q4,Nov,Molding Pati,1,0,692168
INV-00724,2020,11,Q4,Nov,Flower Pots,52,0,692168
INV-00724,2020,11,Q4,Nov,Interlock,4,0,692168
INV-00724,2020,11,Q4,Nov,Garden Animal Moulds,7,0,692168
INV-00724,2020,11,Q4,Nov,Tables and Benches,3,0,692168
INV-00735,2020,11,Q4,Nov,Water Proof Tanks,1,0,692168
INV-00735,2020,11,Q4,Nov,Chemical Proof Tanks,1,0,692168
INV-00735,2020,11,Q4,Nov,Bathik Tanks,1,0,692168
INV-00752,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00752,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00727,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00727,2020,11,Q4,Nov,Loover,1,1,692168
INV-00727,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00737,2020,11,Q4,Nov,Kanu Moulds,2,0,692168
INV-00717,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00703,2020,11,Q4,Nov,Temple Items,1,0,692168
INV-00706,2020,11,Q4,Nov,Silparan Kota,18,1,692168
INV-00706,2020,11,Q4,Nov,Kanu Moulds,11,0,692168
INV-00707,2020,11,Q4,Nov,Temple Items,1,0,692168
INV-00755,2020,11,Q4,Nov,Beeralu Moulds,4,0,692168
INV-00755,2020,11,Q4,Nov,Kalugal Moulds,1,0,692168
INV-00733,2020,11,Q4,Nov,Beeralu Moulds,5,0,692168
INV-00736,2020,11,Q4,Nov,Garden Animal Moulds,1,0,692168
INV-00721,2020,11,Q4,Nov,Loover,1,1,692168
INV-00732,2020,11,Q4,Nov,Interlock,2,0,692168
INV-00732,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00720,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00720,2020,11,Q4,Nov,Loover,1,1,692168
INV-00720,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00730,2020,11,Q4,Nov,Flower Pots,2,0,692168
INV-00734,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00734,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00734,2020,11,Q4,Nov,Garden Animal Moulds,1,0,692168
INV-00734,2020,11,Q4,Nov,Temple Items,2,0,692168
INV-00722,2020,11,Q4,Nov,Chemical Proof Tanks,1,0,692168
INV-00722,2020,11,Q4,Nov,Water Proof Tanks,1,0,692168
INV-00748,2020,11,Q4,Nov,Flower Pots,2,0,692168
INV-00748,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00748,2020,11,Q4,Nov,Interlock,1,0,692168
INV-00751,2020,11,Q4,Nov,Kanu Moulds,1,0,692168
INV-00751,2020,11,Q4,Nov,Beeralu Moulds,1,0,692168
INV-00728,2020,11,Q4,Nov,Kanu Moulds,1,0,692168
INV-00728,2020,11,Q4,Nov,Slab Moulds,1,0,692168
INV-00708,2020,11,Q4,Nov,Loover,1,1,692168
INV-00708,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00741,2020,11,Q4,Nov,Beeralu Moulds,1,0,692168
INV-00741,2020,11,Q4,Nov,Molding Pati,3,0,692168
INV-00754,2020,11,Q4,Nov,Temple Items,1,0,692168
INV-00754,2020,11,Q4,Nov,Flower Pots,1,0,692168
INV-00756,2020,11,Q4,Nov,Flower Pots,1,0,692168
INV-00718,2020,11,Q4,Nov,Molding Pati,1,0,692168
INV-00718,2020,11,Q4,Nov,Slab Moulds,1,0,692168
INV-00710,2020,11,Q4,Nov,Flower Pots,1,0,692168
INV-00710,2020,11,Q4,Nov,Garden Animal Moulds,1,0,692168
INV-00710,2020,11,Q4,Nov,Tables and Benches,1,0,692168
INV-00747,2020,11,Q4,Nov,Silparan Kota,9,1,692168
INV-00712,2020,11,Q4,Nov,Loover,1,1,692168
INV-00712,2020,11,Q4,Nov,Doors,1,0,692168
INV-00712,2020,11,Q4,Nov,Roofing Sheets,1,0,692168
INV-00713,2020,11,Q4,Nov,Kanu Moulds,1,0,692168
INV-00713,2020,11,Q4,Nov,Kalugal Moulds,1,0,692168
INV-00713,2020,11,Q4,Nov,Slab Moulds,1,0,692168
INV-00740,2020,11,Q4,Nov,Silparan Kota,1,1,692168
INV-00740,2020,11,Q4,Nov,Beeralu Moulds,1,0,692168
INV-00743,2020,11,Q4,Nov,Temple Items,1,0,692168
INV-00757,2020,12,Q4,Dec,Chemical Proof Tanks,1,0,144039
INV-00757,2020,12,Q4,Dec,Bathik Tanks,1,0,144039
INV-00774,2020,12,Q4,Dec,Tables and Benches,1,1,144039
INV-00774,2020,12,Q4,Dec,Flower Pots,1,1,144039
INV-00767,2020,12,Q4,Dec,Chemical Proof Tanks,1,0,144039
INV-00763,2020,12,Q4,Dec,Temple Items,1,1,144039
INV-00763,2020,12,Q4,Dec,Garden Animal Moulds,1,0,144039
INV-00768,2020,12,Q4,Dec,Roofing Sheets,1,1,144039
INV-00776,2020,12,Q4,Dec,Chemical Proof Tanks,1,0,144039
INV-00776,2020,12,Q4,Dec,Bathik Tanks,1,0,144039
INV-00781,2020,12,Q4,Dec,Kalugal Moulds,1,0,144039
INV-00761,2020,12,Q4,Dec,Tables and Benches,1,1,144039
INV-00759,2020,12,Q4,Dec,Flower Pots,5,1,144039
INV-00759,2020,12,Q4,Dec,Temple Items,1,1,144039
INV-00762,2020,12,Q4,Dec,Kalugal Moulds,1,0,144039
INV-00762,2020,12,Q4,Dec,Silparan Kota,2,0,144039
INV-00764,2020,12,Q4,Dec,Doors,1,0,144039
INV-00764,2020,12,Q4,Dec,Loover,1,1,144039
INV-00760,2020,12,Q4,Dec,Tables and Benches,1,1,144039
INV-00760,2020,12,Q4,Dec,Interlock,1,0,144039
INV-00775,2020,12,Q4,Dec,Flower Pots,5,1,144039
INV-00775,2020,12,Q4,Dec,Temple Items,1,1,144039
INV-00772,2020,12,Q4,Dec,Silparan Kota,2,0,144039
INV-00773,2020,12,Q4,Dec,Molding Pati,3,0,144039
INV-00773,2020,12,Q4,Dec,Kalugal Moulds,1,0,144039
INV-00758,2020,12,Q4,Dec,Chemical Proof Tanks,1,0,144039
INV-00758,2020,12,Q4,Dec,Bathik Tanks,1,0,144039
INV-00769,2020,12,Q4,Dec,Beeralu Moulds,1,0,144039
INV-00769,2020,12,Q4,Dec,Slab Moulds,1,0,144039
INV-00769,2020,12,Q4,Dec,Silparan Kota,1,0,144039
